,nvars,nclauses,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-stdev,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-entropy,VG-mean,VG-coeff-variation,CG-mean,CG-coeff-variation,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-entropy
SWGCP_only_5000/SWlin2006.17454.cnf,915,7320,1,0,0,0.003278689,0.881917104,0.376770161,0,0.875,0.875,0.003278689,0.035919697,0.542158064,0.166888121,0.006206031,0.542158064,0.001912568,0.030788312,0.542158064,0.007377049,0.039910775,0.003933941,1.142384166,1.661541591,0.110121843,0.450303971,1.348090798
SWGCP_only_5000/SWlin2006.17455.cnf,1190,9520,1,0,0,0.002521008,0.881917104,0.376770161,0,0.875,0.875,0.002521008,0.034163336,0.507102178,0.166871364,0.006026143,0.507102178,0.001470588,0.029282859,0.507102178,0.005672269,0.037959262,0.003024372,1.142304369,1.622841274,0.110123162,0.450114218,1.334410903
SWGCP_only_5000/SWlin2006.17456.cnf,1440,11520,1,0,0,0.002083333,0.881917104,0.376770161,0,0.875,0.875,0.002083333,0.0310565,0.4992118,0.166828542,0.005227841,0.4992118,0.001215278,0.026619857,0.4992118,0.0046875,0.034507222,0.002498674,1.142185419,1.60342749,0.110117478,0.449517727,1.278820839
SWGCP_only_5000/SWlin2006.17457.cnf,1310,10480,1,0,0,0.002290076,0.881917104,0.376770161,0,0.875,0.875,0.002290076,0.030890103,0.480147104,0.166829481,0.005293632,0.480147104,0.001335878,0.026477231,0.480147104,0.005152672,0.034322337,0.002746598,1.142161478,1.581467898,0.110117379,0.449541969,1.287480845
SWGCP_only_5000/SWlin2006.17458.cnf,1460,11680,1,0,0,0.002054795,0.881917104,0.376770161,0,0.875,0.875,0.002054795,0.031604722,0.511564858,0.166834307,0.005320034,0.511564858,0.00119863,0.027089762,0.511564858,0.004623288,0.035116358,0.002464551,1.142252594,1.642592285,0.110121412,0.449600463,1.297221145
SWGCP_only_5000/SWlin2006.17459.cnf,670,5360,1,0,0,0.004477612,0.881917104,0.376770161,0,0.875,0.875,0.004477612,0.032194475,0.524867225,0.166840622,0.005419206,0.524867225,0.00261194,0.027595265,0.524867225,0.010074627,0.035771639,0.005370767,1.142241894,1.643640023,0.110119056,0.44967421,1.302353053
SWGCP_only_5000/SWlin2006.17460.cnf,1315,10520,1,0,0,0.002281369,0.881917104,0.376770161,0,0.875,0.875,0.002281369,0.030831321,0.494142484,0.166826203,0.005189972,0.494142484,0.001330798,0.026426846,0.494142484,0.00513308,0.034257023,0.002736143,1.14219244,1.604566352,0.110118716,0.449492519,1.283299974
SWGCP_only_5000/SWlin2006.17461.cnf,1000,8000,1,0,0,0.003,0.881917104,0.376770161,0,0.875,0.875,0.003,0.031180478,0.480523691,0.166833333,0.005370084,0.480523691,0.00175,0.026726124,0.480523691,0.00675,0.034644976,0.003598125,1.142224284,1.605316525,0.110122129,0.449607393,1.306127366
SWGCP_only_5000/SWlin2006.17462.cnf,2305,18440,1,0,0,0.001301518,0.881917104,0.376770161,0,0.875,0.875,0.001301518,0.032005362,0.514139083,0.166837501,0.005355989,0.514139083,0.000759219,0.027433168,0.514139083,0.002928416,0.035561514,0.00156111,1.142245915,1.627104394,0.110119228,0.449632652,1.291402775
SWGCP_only_5000/SWlin2006.17463.cnf,1420,11360,1,0,0,0.002112676,0.881917104,0.376770161,0,0.875,0.875,0.002112676,0.032800912,0.526814933,0.166845478,0.005471339,0.526814933,0.001232394,0.028115068,0.526814933,0.004753521,0.036445458,0.002534219,1.142267894,1.643466521,0.110118668,0.449731722,1.306708792
SWGCP_only_5000/SWlin2006.17464.cnf,1810,14480,1,0,0,0.001657459,0.881917104,0.376770161,0,0.875,0.875,0.001657459,0.032185581,0.50616871,0.166841078,0.005443703,0.50616871,0.000966851,0.027587641,0.50616871,0.003729282,0.035761756,0.001988073,1.142245691,1.613680132,0.110119476,0.44968603,1.2957454
SWGCP_only_5000/SWlin2006.17465.cnf,1250,10000,1,0,0,0.0024,0.881917104,0.376770161,0,0.875,0.875,0.0024,0.030731815,0.491903359,0.166825175,0.005173237,0.491903359,0.0014,0.026341556,0.491903359,0.0054,0.034146461,0.0028784,1.142192941,1.596168348,0.110118819,0.449478196,1.272659041
SWGCP_only_5000/SWlin2006.17466.cnf,1130,9040,1,0,0,0.002654867,0.881917104,0.376770161,0,0.875,0.875,0.002654867,0.030361635,0.464192776,0.166819169,0.005043168,0.464192776,0.001548673,0.026024259,0.464192776,0.005973451,0.033735151,0.003183981,1.142199261,1.574240861,0.110119048,0.449398407,1.258577165
SWGCP_only_5000/SWlin2006.17467.cnf,1775,14200,1,0,0,0.001690141,0.881917104,0.376770161,0,0.875,0.875,0.001690141,0.029338028,0.460620709,0.166811123,0.00493882,0.460620709,0.000985915,0.025146881,0.460620709,0.003802817,0.032597809,0.00202683,1.142120532,1.554457638,0.110116517,0.449295209,1.24543997
SWGCP_only_5000/SWlin2006.17468.cnf,705,5640,1,0,0,0.004255319,0.881917104,0.376770161,0,0.875,0.875,0.004255319,0.034380708,0.514931944,0.166866467,0.005849076,0.514931944,0.00248227,0.029469178,0.514931944,0.009574468,0.038200787,0.005105063,1.142352827,1.642579217,0.110122359,0.450022286,1.32848235
SWGCP_only_5000/SWlin2006.17469.cnf,2310,18480,1,0,0,0.001298701,0.881917104,0.376770161,0,0.875,0.875,0.001298701,0.031497039,0.509137344,0.166833167,0.005301926,0.509137344,0.000757576,0.026997462,0.509137344,0.002922078,0.03499671,0.001557669,1.142205433,1.609231084,0.110117876,0.449576567,1.282999932
SWGCP_only_5000/SWlin2006.17470.cnf,1595,12760,1,0,0,0.001880878,0.881917104,0.376770161,0,0.875,0.875,0.001880878,0.034915432,0.536546857,0.166868763,0.005820687,0.536546857,0.001097179,0.029927514,0.536546857,0.004231975,0.038794925,0.002256574,1.142363542,1.650728137,0.110119226,0.450023769,1.304813629
SWGCP_only_5000/SWlin2006.17471.cnf,1735,13880,1,0,0,0.001729107,0.881917104,0.376770161,0,0.875,0.875,0.001729107,0.033477115,0.531923675,0.16685879,0.0057652,0.531923675,0.001008646,0.02869467,0.531923675,0.00389049,0.037196795,0.002074232,1.142323822,1.655522554,0.110124624,0.449941083,1.340819436
SWGCP_only_5000/SWlin2006.17472.cnf,1805,14440,1,0,0,0.00166205,0.881917104,0.376770161,0,0.875,0.875,0.00166205,0.032230128,0.49242806,0.166843498,0.005516341,0.49242806,0.000969529,0.027625824,0.49242806,0.003739612,0.035811254,0.001993587,1.142221177,1.596184212,0.110118246,0.44972094,1.293338871
SWGCP_only_5000/SWlin2006.17473.cnf,1720,13760,1,0,0,0.001744186,0.881917104,0.376770161,0,0.875,0.875,0.001744186,0.031770535,0.515303742,0.166836071,0.005347918,0.515303742,0.001017442,0.027231888,0.515303742,0.003924419,0.035300595,0.00209203,1.142246651,1.640036346,0.110120559,0.449620978,1.299781685
SWGCP_only_5000/SWlin2006.17474.cnf,2445,19560,1,0,0,0.001226994,0.881917104,0.376770161,0,0.875,0.875,0.001226994,0.033282169,0.538637911,0.166852983,0.005620718,0.538637911,0.000715746,0.028527574,0.538637911,0.002760736,0.036980188,0.001471875,1.142295434,1.658310364,0.110120532,0.44983799,1.317668798
SWGCP_only_5000/SWlin2006.17475.cnf,2440,19520,1,0,0,0.001229508,0.881917104,0.376770161,0,0.875,0.875,0.001229508,0.034159835,0.531360438,0.166864761,0.00583143,0.531360438,0.000717213,0.029279859,0.531360438,0.002766393,0.037955373,0.001475,1.142318829,1.652115748,0.110120433,0.449992981,1.321489155
SWGCP_only_5000/SWlin2006.17476.cnf,535,4280,1,0,0,0.005607477,0.881917104,0.376770161,0,0.875,0.875,0.005607477,0.034179296,0.528991094,0.166869268,0.005958622,0.528991094,0.003271028,0.02929654,0.528991094,0.012616822,0.037976996,0.006727116,1.14231244,1.654900787,0.110122324,0.450071253,1.345830479
SWGCP_only_5000/SWlin2006.17477.cnf,2365,18920,1,0,0,0.001268499,0.881917104,0.376770161,0,0.875,0.875,0.001268499,0.033403731,0.521772068,0.16685478,0.005660831,0.521772068,0.000739958,0.02863177,0.521772068,0.002854123,0.037115257,0.001521679,1.142321437,1.645001826,0.110122261,0.449868258,1.316324449
SWGCP_only_5000/SWlin2006.17478.cnf,2485,19880,1,0,0,0.001207243,0.881917104,0.376770161,0,0.875,0.875,0.001207243,0.033013218,0.523497815,0.166851391,0.005621669,0.523497815,0.000704225,0.028297044,0.523497815,0.002716298,0.036681353,0.001448151,1.142282451,1.643277612,0.110120769,0.449823482,1.31344337
SWGCP_only_5000/SWlin2006.17479.cnf,970,7760,1,0,0,0.003092784,0.881917104,0.376770161,0,0.875,0.875,0.003092784,0.031658979,0.512788169,0.166834883,0.005329158,0.512788169,0.001804124,0.027136268,0.512788169,0.006958763,0.035176643,0.003709547,1.142215397,1.623878,0.110118352,0.44960022,1.292253219
SWGCP_only_5000/SWlin2006.17480.cnf,585,4680,1,0,0,0.005128205,0.881917104,0.376770161,0,0.875,0.875,0.005128205,0.032686023,0.496077216,0.166841705,0.005379646,0.496077216,0.002991453,0.028016591,0.496077216,0.011538462,0.036317803,0.006151381,1.142236975,1.570377819,0.11011461,0.449663744,1.256134227
SWGCP_only_5000/SWlin2006.17481.cnf,1275,10200,1,0,0,0.002352941,0.881917104,0.376770161,0,0.875,0.875,0.002352941,0.031311215,0.489578217,0.166829249,0.005212466,0.489578217,0.001372549,0.026838184,0.489578217,0.005294118,0.034790238,0.002822088,1.142202113,1.59417945,0.110117184,0.44952258,1.275075594
SWGCP_only_5000/SWlin2006.17482.cnf,1840,14720,1,0,0,0.001630435,0.881917104,0.376770161,0,0.875,0.875,0.001630435,0.033083301,0.524102514,0.16685416,0.005693061,0.524102514,0.000951087,0.028357115,0.524102514,0.003668478,0.036759224,0.001955802,1.142298539,1.64952071,0.110122785,0.449869119,1.321318923
SWGCP_only_5000/SWlin2006.17483.cnf,1585,12680,1,0,0,0.001892744,0.881917104,0.376770161,0,0.875,0.875,0.001892744,0.033095895,0.524656529,0.16685113,0.005599637,0.524656529,0.001104101,0.02836791,0.524656529,0.004258675,0.036773216,0.00227046,1.142262802,1.638806047,0.110118452,0.449810692,1.306828328
SWGCP_only_5000/SWlin2006.17484.cnf,2305,18440,1,0,0,0.001301518,0.881917104,0.376770161,0,0.875,0.875,0.001301518,0.033835694,0.536723734,0.166855559,0.005605569,0.536723734,0.000759219,0.029002023,0.536723734,0.002928416,0.037595215,0.001561346,1.142333651,1.6513393,0.110119547,0.449851231,1.286928232
SWGCP_only_5000/SWlin2006.17485.cnf,1855,14840,1,0,0,0.001617251,0.881917104,0.376770161,0,0.875,0.875,0.001617251,0.032376195,0.511406417,0.16684313,0.005474978,0.511406417,0.000943396,0.027751025,0.511406417,0.003638814,0.03597355,0.001939874,1.142237771,1.616350658,0.110118126,0.449706186,1.287816114
SWGCP_only_5000/SWlin2006.17486.cnf,1045,8360,1,0,0,0.002870813,0.881917104,0.376770161,0,0.875,0.875,0.002870813,0.031572301,0.51083394,0.166833963,0.005314582,0.51083394,0.001674641,0.027061973,0.51083394,0.00645933,0.035080335,0.003443288,1.142207358,1.619036772,0.110117858,0.449586594,1.28596307
SWGCP_only_5000/SWlin2006.17487.cnf,1195,9560,1,0,0,0.00251046,0.881917104,0.376770161,0,0.875,0.875,0.00251046,0.031431077,0.491040361,0.166835396,0.005391809,0.491040361,0.001464435,0.026940923,0.491040361,0.005648536,0.034923419,0.003011042,1.142197621,1.595243126,0.11011862,0.449617429,1.282118227
SWGCP_only_5000/SWlin2006.17488.cnf,1340,10720,1,0,0,0.002238806,0.881917104,0.376770161,0,0.875,0.875,0.002238806,0.02968184,0.468321329,0.166814529,0.004996647,0.468321329,0.00130597,0.025441577,0.468321329,0.005037313,0.032979822,0.002684862,1.142164049,1.585573979,0.110119435,0.449348374,1.273692078
SWGCP_only_5000/SWlin2006.17489.cnf,720,5760,1,0,0,0.004166667,0.881917104,0.376770161,0,0.875,0.875,0.004166667,0.0310565,0.46559002,0.166825073,0.005123445,0.46559002,0.002430556,0.026619857,0.46559002,0.009375,0.034507222,0.004997348,1.14221844,1.56500143,0.110118433,0.449471319,1.264508925
SWGCP_only_5000/SWlin2006.17490.cnf,1565,12520,1,0,0,0.001916933,0.881917104,0.376770161,0,0.875,0.875,0.001916933,0.034613337,0.529476448,0.16686902,0.005881671,0.529476448,0.001118211,0.029668574,0.529476448,0.004313099,0.038459263,0.002299771,1.142336005,1.647639575,0.110119926,0.45004316,1.316280904
SWGCP_only_5000/SWlin2006.17491.cnf,2300,18400,1,0,0,0.001304348,0.881917104,0.376770161,0,0.875,0.875,0.001304348,0.032969024,0.530162672,0.166849527,0.005569425,0.530162672,0.00076087,0.028259163,0.530162672,0.002934783,0.036632249,0.001564627,1.142311988,1.6577735,0.110123042,0.449804679,1.319307638
SWGCP_only_5000/SWlin2006.17492.cnf,1715,13720,1,0,0,0.001749271,0.881917104,0.376770161,0,0.875,0.875,0.001749271,0.033065004,0.511089827,0.166849283,0.00555158,0.511089827,0.001020408,0.028341432,0.511089827,0.00393586,0.036738893,0.00209835,1.142314478,1.633507848,0.110121963,0.449794331,1.310456894
SWGCP_only_5000/SWlin2006.17493.cnf,1745,13960,1,0,0,0.001719198,0.881917104,0.376770161,0,0.875,0.875,0.001719198,0.032166789,0.504736942,0.166840895,0.005441525,0.504736942,0.001002865,0.027571534,0.504736942,0.003868195,0.035740877,0.002062124,1.142238953,1.609017491,0.110119039,0.449683393,1.294011419
SWGCP_only_5000/SWlin2006.17494.cnf,1320,10560,1,0,0,0.002272727,0.881917104,0.376770161,0,0.875,0.875,0.002272727,0.029905857,0.473344956,0.166816769,0.005034325,0.473344956,0.001325758,0.025633592,0.473344956,0.005113636,0.03322873,0.002725587,1.142163792,1.581937017,0.110118712,0.449373374,1.267612606
SWGCP_only_5000/SWlin2006.17495.cnf,1125,9000,1,0,0,0.002666667,0.881917104,0.376770161,0,0.875,0.875,0.002666667,0.031426968,0.507557977,0.166832427,0.005290142,0.507557977,0.001555556,0.026937401,0.507557977,0.006,0.034918853,0.003198395,1.142211757,1.612479233,0.110118563,0.449569044,1.283866227
SWGCP_only_5000/SWlin2006.17496.cnf,1160,9280,1,0,0,0.002586207,0.881917104,0.376770161,0,0.875,0.875,0.002586207,0.031901729,0.518262692,0.166837473,0.005369979,0.518262692,0.001508621,0.027344339,0.518262692,0.005818966,0.035446365,0.003102008,1.142236534,1.638580087,0.110119437,0.449635913,1.300457654
SWGCP_only_5000/SWlin2006.17497.cnf,2235,17880,1,0,0,0.001342282,0.881917104,0.376770161,0,0.875,0.875,0.001342282,0.032977218,0.529841352,0.166849631,0.005571378,0.529841352,0.000782998,0.028266187,0.529841352,0.003020134,0.036641353,0.001610131,1.142246627,1.628968693,0.110117331,0.449786436,1.304644607
SWGCP_only_5000/SWlin2006.17498.cnf,1285,10280,1,0,0,0.00233463,0.881917104,0.376770161,0,0.875,0.875,0.00233463,0.032043798,0.521467563,0.166838998,0.005393869,0.521467563,0.001361868,0.027466113,0.521467563,0.005252918,0.03560422,0.002800288,1.142258288,1.646438683,0.110121061,0.449661907,1.316752458
SWGCP_only_5000/SWlin2006.17499.cnf,2290,18320,1,0,0,0.001310044,0.881917104,0.376770161,0,0.875,0.875,0.001310044,0.033946329,0.534016149,0.166860941,0.00575268,0.534016149,0.000764192,0.029096853,0.534016149,0.002947598,0.037718143,0.001571588,1.142326428,1.653633954,0.110121282,0.44994452,1.325150557
SWGCP_only_5000/SWlin2006.17500.cnf,1110,8880,1,0,0,0.002702703,0.881917104,0.376770161,0,0.875,0.875,0.002702703,0.0316386,0.494279629,0.166837817,0.005433663,0.494279629,0.001576577,0.0271188,0.494279629,0.006081081,0.035154,0.003241671,1.142216628,1.601365717,0.110119946,0.449654674,1.297805565
SWGCP_only_5000/SWlin2006.17501.cnf,775,6200,1,0,0,0.003870968,0.881917104,0.376770161,0,0.875,0.875,0.003870968,0.031395272,0.506843633,0.166832093,0.005284812,0.506843633,0.002258065,0.026910233,0.506843633,0.008709677,0.034883635,0.00464282,1.142228711,1.628633667,0.110120239,0.449571329,1.299057023
SWGCP_only_5000/SWlin2006.17502.cnf,1860,14880,1,0,0,0.001612903,0.881917104,0.376770161,0,0.875,0.875,0.001612903,0.033467472,0.524788592,0.166853845,0.005620499,0.524788592,0.00094086,0.028686405,0.524788592,0.003629032,0.03718608,0.001934834,1.142324463,1.649352238,0.110121593,0.449849693,1.307603715
SWGCP_only_5000/SWlin2006.17503.cnf,1415,11320,1,0,0,0.002120141,0.881917104,0.376770161,0,0.875,0.875,0.002120141,0.032103337,0.522810843,0.166839639,0.005403881,0.522810843,0.001236749,0.027517146,0.522810843,0.004770318,0.035670375,0.00254303,1.142234554,1.636797284,0.11011866,0.449660373,1.297442881
SWGCP_only_5000/SWlin2006.17504.cnf,1815,14520,1,0,0,0.001652893,0.881917104,0.376770161,0,0.875,0.875,0.001652893,0.032141217,0.514786315,0.166838671,0.00537049,0.514786315,0.000964187,0.027549615,0.514786315,0.003719008,0.035712464,0.001982589,1.142259156,1.631570557,0.110119928,0.449650122,1.300290337
SWGCP_only_5000/SWlin2006.17505.cnf,1235,9880,1,0,0,0.00242915,0.881917104,0.376770161,0,0.875,0.875,0.00242915,0.030917882,0.479556927,0.166825078,0.005143648,0.479556927,0.001417004,0.026501042,0.479556927,0.005465587,0.034353202,0.002913402,1.142213136,1.587131513,0.110118857,0.449472785,1.268016668
SWGCP_only_5000/SWlin2006.17506.cnf,1870,14960,1,0,0,0.001604278,0.881917104,0.376770161,0,0.875,0.875,0.001604278,0.032246083,0.517592451,0.16684305,0.005491013,0.517592451,0.000935829,0.0276395,0.517592451,0.003609626,0.035828981,0.001924294,1.142245265,1.63311422,0.110120135,0.449716502,1.30692752
SWGCP_only_5000/SWlin2006.17507.cnf,1905,15240,1,0,0,0.001574803,0.881917104,0.376770161,0,0.875,0.875,0.001574803,0.03361647,0.529469822,0.166858688,0.005741184,0.529469822,0.000918635,0.028814117,0.529469822,0.003543307,0.037351634,0.001889152,1.142314887,1.648675408,0.110122146,0.449924187,1.322530484
SWGCP_only_5000/SWlin2006.17508.cnf,2225,17800,1,0,0,0.001348315,0.881917104,0.376770161,0,0.875,0.875,0.001348315,0.030599503,0.488927031,0.166823813,0.005150985,0.488927031,0.000786517,0.026228145,0.488927031,0.003033708,0.033999448,0.001617062,1.142185742,1.59649473,0.110118788,0.449462845,1.280371406
SWGCP_only_5000/SWlin2006.17509.cnf,2160,17280,1,0,0,0.001388889,0.881917104,0.376770161,0,0.875,0.875,0.001388889,0.031569865,0.503410777,0.166835556,0.005370028,0.503410777,0.000810185,0.027059884,0.503410777,0.003125,0.035077628,0.00166585,1.142227195,1.616394706,0.110120295,0.449621026,1.294316968
SWGCP_only_5000/SWlin2006.17510.cnf,1590,12720,1,0,0,0.001886792,0.881917104,0.376770161,0,0.875,0.875,0.001886792,0.030285158,0.481860875,0.166820601,0.005098118,0.481860875,0.001100629,0.025958707,0.481860875,0.004245283,0.033650175,0.002262816,1.142185711,1.600902331,0.110119522,0.449423671,1.276162837
SWGCP_only_5000/SWlin2006.17511.cnf,1830,14640,1,0,0,0.001639344,0.881917104,0.376770161,0,0.875,0.875,0.001639344,0.03200922,0.49791885,0.166842447,0.005517233,0.49791885,0.000956284,0.027436474,0.49791885,0.003688525,0.0355658,0.001966317,1.14225798,1.628621838,0.110122488,0.449721392,1.307585552
SWGCP_only_5000/SWlin2006.17512.cnf,2340,18720,1,0,0,0.001282051,0.881917104,0.376770161,0,0.875,0.875,0.001282051,0.031294484,0.504572487,0.166831032,0.005267863,0.504572487,0.000747863,0.026823843,0.504572487,0.002884615,0.034771649,0.001537674,1.142199199,1.612704947,0.110117952,0.449550186,1.283163801
SWGCP_only_5000/SWlin2006.17513.cnf,545,4360,1,0,0,0.005504587,0.881917104,0.376770161,0,0.875,0.875,0.005504587,0.033864273,0.522028628,0.166854552,0.005573353,0.522028628,0.003211009,0.02902652,0.522028628,0.012385321,0.03762697,0.006603506,1.142291886,1.622345245,0.110115688,0.449827974,1.274034838
SWGCP_only_5000/SWlin2006.17514.cnf,790,6320,1,0,0,0.003797468,0.881917104,0.376770161,0,0.875,0.875,0.003797468,0.033804684,0.53691892,0.166855297,0.00560275,0.53691892,0.00221519,0.028975444,0.53691892,0.008544304,0.03756076,0.00455556,1.142329516,1.639791903,0.110119217,0.449846046,1.279421228
SWGCP_only_5000/SWlin2006.17515.cnf,2010,16080,1,0,0,0.001492537,0.881917104,0.376770161,0,0.875,0.875,0.001492537,0.032194475,0.505089463,0.166838137,0.005347305,0.505089463,0.000870647,0.027595265,0.505089463,0.003358209,0.035771639,0.001790256,1.1423227,1.639797223,0.110123902,0.44964852,1.2987023
SWGCP_only_5000/SWlin2006.17516.cnf,1025,8200,1,0,0,0.002926829,0.881917104,0.376770161,0,0.875,0.875,0.002926829,0.03292432,0.523154966,0.166846162,0.005473023,0.523154966,0.001707317,0.028220846,0.523154966,0.006585366,0.036582578,0.003510857,1.142288128,1.637391638,0.110119477,0.449740179,1.300520506
SWGCP_only_5000/SWlin2006.17517.cnf,1640,13120,1,0,0,0.001829268,0.881917104,0.376770161,0,0.875,0.875,0.001829268,0.030521661,0.487176561,0.166823014,0.005137894,0.487176561,0.001067073,0.026161424,0.487176561,0.004115854,0.033912957,0.002193867,1.14217416,1.59226913,0.110118056,0.44945079,1.277465649
SWGCP_only_5000/SWlin2006.17518.cnf,2275,18200,1,0,0,0.001318681,0.881917104,0.376770161,0,0.875,0.875,0.001318681,0.032215696,0.508651821,0.166838656,0.005359341,0.508651821,0.000769231,0.027613453,0.508651821,0.002967033,0.035795217,0.001581723,1.142277235,1.628746014,0.110120315,0.449645499,1.284570095
SWGCP_only_5000/SWlin2006.17519.cnf,800,6400,1,0,0,0.00375,0.881917104,0.376770161,0,0.875,0.875,0.00375,0.030900827,0.466195516,0.166831294,0.005354308,0.466195516,0.0021875,0.026486423,0.466195516,0.0084375,0.034334252,0.004497559,1.142159125,1.547340826,0.110118076,0.449575581,1.279090613
SWGCP_only_5000/SWlin2006.17520.cnf,1285,10280,1,0,0,0.00233463,0.881917104,0.376770161,0,0.875,0.875,0.00233463,0.032043798,0.507120871,0.166837054,0.00533745,0.507120871,0.001361868,0.027466113,0.507120871,0.005252918,0.03560422,0.002800288,1.142310697,1.638937468,0.110124494,0.449645264,1.319032382
SWGCP_only_5000/SWlin2006.17521.cnf,2460,19680,1,0,0,0.001219512,0.881917104,0.376770161,0,0.875,0.875,0.001219512,0.031878836,0.517746313,0.166837228,0.005366129,0.517746313,0.000711382,0.027324716,0.517746313,0.002743902,0.035420929,0.001462733,1.142227834,1.631724381,0.110118693,0.4496299,1.293073832
SWGCP_only_5000/SWlin2006.17522.cnf,1050,8400,1,0,0,0.002857143,0.881917104,0.376770161,0,0.875,0.875,0.002857143,0.029322148,0.460265327,0.166810967,0.004936149,0.460265327,0.001666667,0.02513327,0.460265327,0.006428571,0.032580164,0.003426304,1.142138143,1.563463666,0.110118038,0.449298012,1.254325935
SWGCP_only_5000/SWlin2006.17523.cnf,1225,9800,1,0,0,0.00244898,0.881917104,0.376770161,0,0.875,0.875,0.00244898,0.031943828,0.486642777,0.166838739,0.005415709,0.486642777,0.001428571,0.027380424,0.486642777,0.005510204,0.035493142,0.002937422,1.142236916,1.598921015,0.11011923,0.449656071,1.282305021
SWGCP_only_5000/SWlin2006.17524.cnf,595,4760,1,0,0,0.005042017,0.881917104,0.376770161,0,0.875,0.875,0.005042017,0.028583098,0.443757284,0.166803784,0.004811838,0.443757284,0.002941176,0.024499798,0.443757284,0.011344538,0.031758997,0.006046095,1.142075819,1.512473775,0.110114658,0.449197159,1.22233215
SWGCP_only_5000/SWlin2006.17525.cnf,1220,9760,1,0,0,0.002459016,0.881917104,0.376770161,0,0.875,0.875,0.002459016,0.03110737,0.500357426,0.166829073,0.005236396,0.500357426,0.001434426,0.02666346,0.500357426,0.005532787,0.034563745,0.002949266,1.142201348,1.604176902,0.110118755,0.449529203,1.287835558
SWGCP_only_5000/SWlin2006.17526.cnf,695,5560,1,0,0,0.004316547,0.881917104,0.376770161,0,0.875,0.875,0.004316547,0.026446936,0.396474226,0.166784055,0.004452485,0.396474226,0.002517986,0.022668803,0.396474226,0.00971223,0.029385485,0.005175392,1.142022412,1.474183022,0.11011546,0.448952383,1.203537634
SWGCP_only_5000/SWlin2006.17527.cnf,1940,15520,1,0,0,0.001546392,0.881917104,0.376770161,0,0.875,0.875,0.001546392,0.036881594,0.536578839,0.166888953,0.006079123,0.536578839,0.000902062,0.031612795,0.536578839,0.003479381,0.040979549,0.001855604,1.142524731,1.671452088,0.110123493,0.450283205,1.340416093
SWGCP_only_5000/SWlin2006.17528.cnf,2050,16400,1,0,0,0.001463415,0.881917104,0.376770161,0,0.875,0.875,0.001463415,0.033434805,0.527713855,0.166853553,0.005616178,0.527713855,0.000853659,0.028658404,0.527713855,0.003292683,0.037149783,0.001755503,1.14233597,1.655320622,0.110122592,0.449847881,1.311133841
SWGCP_only_5000/SWlin2006.17529.cnf,1180,9440,1,0,0,0.002542373,0.881917104,0.376770161,0,0.875,0.875,0.002542373,0.030685821,0.490868594,0.166824701,0.005165502,0.490868594,0.001483051,0.026302132,0.490868594,0.005720339,0.034095356,0.003049142,1.142179275,1.594621972,0.11011799,0.44947132,1.276922416
SWGCP_only_5000/SWlin2006.17530.cnf,2025,16200,1,0,0,0.001481481,0.881917104,0.376770161,0,0.875,0.875,0.001481481,0.033126933,0.505436438,0.166848871,0.005529532,0.505436438,0.000864198,0.028394514,0.505436438,0.003333333,0.036807703,0.00177713,1.142298729,1.620125632,0.11011954,0.44977584,1.285431812
SWGCP_only_5000/SWlin2006.17531.cnf,1845,14760,1,0,0,0.001626016,0.881917104,0.376770161,0,0.875,0.875,0.001626016,0.032463817,0.522520139,0.16684544,0.005528051,0.522520139,0.000948509,0.027826129,0.522520139,0.003658537,0.036070908,0.001950402,1.14228209,1.643295005,0.11012287,0.449757495,1.324308944
SWGCP_only_5000/SWlin2006.17532.cnf,1175,9400,1,0,0,0.002553191,0.881917104,0.376770161,0,0.875,0.875,0.002553191,0.033510169,0.524171387,0.166855981,0.005678849,0.524171387,0.001489362,0.028723002,0.524171387,0.005744681,0.037233521,0.003062811,1.142344656,1.64068147,0.110124631,0.449897763,1.317850986
SWGCP_only_5000/SWlin2006.17533.cnf,2210,17680,1,0,0,0.001357466,0.881917104,0.376770161,0,0.875,0.875,0.001357466,0.030187115,0.479658528,0.166819606,0.005081629,0.479658528,0.000791855,0.02587467,0.479658528,0.003054299,0.033541239,0.001627987,1.142165101,1.585827122,0.110118195,0.449408445,1.274005793
SWGCP_only_5000/SWlin2006.17534.cnf,1835,14680,1,0,0,0.001634877,0.881917104,0.376770161,0,0.875,0.875,0.001634877,0.033128343,0.515730077,0.16685331,0.0056635,0.515730077,0.000953678,0.028395723,0.515730077,0.003678474,0.03680927,0.001961138,1.142248671,1.618864351,0.110117905,0.449842357,1.303190608
